2,0,3,1,4,290
2,3,1,0,4,290
1,2,3,0,4,290
2,1,0,3,4,290
1,2,3,0,4,290
2,0,3,1,4,290
2,0,3,1,4,290
2,4,3,0,1,290
2,0,3,1,4,290
3,1,2,0,4,290
2,1,0,3,4,290
2,1,0,3,4,290
1,2,3,0,4,290
3,1,2,0,4,290
1,2,3,0,4,290
2,0,3,1,4,290
2,1,3,4,0,290
2,0,3,1,4,290
4,1,3,0,2,290
0,1,3,2,4,290
1,2,3,0,4,290
2,4,3,0,1,290
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
2,1,3,0,4,450
